recipe_id,name,ingredients,cooking_steps,tags,cuisine_type,diet_type
4QdLNQeFi5io996Kyxu2PcDZ,불고기비빔밥,쇠고기(불고기용) 200g | 당근 1/3개 | 애호박 1/2개 | 양파 1/2개 | 표고버섯 4개 | 달걀 2개 | 밥 2공기 | 어린잎채소 한줌 | 참기름 약간 | 통깨 약간 | 간장 1+1/2큰술 | 맛술 1큰술 | 설탕 1/2큰술 | 다진마늘 1/2큰술 | 참기름 1/2큰술 | 후추 약간 | 고추장 2큰술 | 올리고당 1큰술 | 간장 1큰술 | 올리고당 1/2큰술,"Step 1 쇠고기는 먹기 좋게 썬 후 키친타월에 올려 핏물을 빼고, 고기양념 재료에 10분 정도 재워주세요. Step 2 당근, 애호박, 양파, 표고버섯은 채를 썰고 어린잎 채소는 물에 담가 씻은 후 물기를 제거해주세요. Step 3 달군 팬에 기름을 두르고 양파애호박당근표고버섯 순으로 약간의 소금으로 밑간해서 각각 볶고 양념한 쇠고기를 볶아주세요. Step 4 팬에 기름을 두르고 달걀을 넣어 반숙으로 달걀프라이를 만들어주세요. Step 5 볼에 밥과 볶은야채를 돌려 담고, 가운데 불고기와 새싹을 담은 후 달걀프라이를 올려주세요. Step 6 마지막에 약간의 참기름과 통깨를 뿌리고, 비빔고추장과 비빔간장재료를 곁들여주세요.","['고단백', '저칼로리', '고지방', '고염']",한식,일반
7stay6Jq3Lqs8AyuRbqELSSi,ABC주스,사과 1개  비트 13개100g  당근 1개,"Step 1 깨끗이 씻은 사과는 씨를 제거해주고, 껍질을 벗긴 비트와, 당근은 23등분으로 썰어주세요. Step 2 휴롬 착즙기에 사과, 당근, 비트를 넣고 착즙해 주세요. Step 3 완성된 주스는 유리병이나 컵에 담아 맛있게 즐겨주세요. tip. 냉장 보관시 3일내로 드시는것이 좋아요",['일반'],다이어트,다이어트
hmfJKReVtx31f3YMBoHfsQVS,꼬막전,자숙 꼬막살 1컵 (150g) | 부추 반 줌 | 청양고추 2개 | 홍고추 ½개 | 양파 ⅙개 | 맛술 ½큰술 | 참기름 ½작은술 | 후춧가루 약간 | 식용류 적당량 | 부침가루 2큰술 | 달걀 2개 | 간장 1큰술 | 식초 1작은술 | 송송 썬 청양고추 (생략 가능) 약간,"Step 1 자숙 꼬막살은 약간의 소금을 넣은 물에 흔들어 씻은 후 체에 받쳐 물기를 빼고 맛술과 참기름, 후춧가루를 뿌려 10분정도 재워주세요. Step 2 부추는 먹기좋게 자르고 양파는 2센치 길이로 곱게 채를 썰어주세요. 홍고추와 청양고추 1개는 잘게 썰어주세요. 청양고추 1개는 송송 썰어 전간장에 넣어주세요. Step 3 볼에 꼬막살과 손질한 야채, 반죽재료를 넣고 잘 섞어주세요. tip 노릇한 전을 만드시려면 노른자 한개를 추가로 넣어 만드셔도 돼요. Step 4 달군 팬에 약간의 기름을 두르고 반죽을 수저로 떠서 동그랗게 모양을 잡고 앞 뒤로 노릇하게 익혀주세요. Step 5 꼬막전에 전간장을 곁들여주세요.","['저칼로리', '고지방', '고염']",한식,일반
4GQHBmyRPbDTaRFn1ATvDoBe,닭고기 마늘쫑 볶음밥,밥 2공기  달걀 2개  대파 대  당근 개50g  식용유 3큰술  치킨파우더 작은술  소금 작은술  후춧가루 약간  참기름 작은술  다진 닭고기 100g  마늘쫑 5줄기80g  식용유 1큰술  물 2작은술  굴소스 2작은술  설탕 2작은술  노두유 2작은술,"Step 1 달걀은 흰자와 노른자를 잘 섞고 대파, 당근, 닭고기는 다지고 마늘쫑은 잘게 썰어 준비해 주세요. Step 2 분량의 재료를 골고루 섞어서 소스를 만들어 주세요. Step 3 달궈 놓은 팬에 식용유를 넣고 달걀물을 부어 스크램블을 만들어 주세요. Step 4 순서 3에 흰 밥과 다진 대파, 당근을 넣고 볶다가 치킨파우더, 소금, 후춧가루를 넣어 간을 하여 잘 볶아 볶음밥을 완성해 주세요. Step 5 팬에 식용유를 두르고 다진 닭고기를 볶아 익힌 후 마늘쫑을 함께 넣고 볶아 주세요. Step 6 완성 순서 5에 순서 2의 소스를 넣어 소스가 스며들 때 까지 잘 볶아주고, 순서 4의 볶음밥 위에 얹어 내면 완성이예요. Tip. 중식 기본 볶음밥카테고리 내 레시피 참조 위에 취향에 맞게 재료를 넣고 볶으면 새로운 볶음밥이 탄생한답니다. 돼지고기, 소고기, 해물 등을 더하면 더욱 고급스러운 요리가 될거예요 돼지고기","['고단백', '고염']",중식,일반
bMDWVWLP6xdWHvt8MwvnmifJ,회과육춘장삼겹살볶음,돼지고기 통삼겹살 200g  생강 약간  대파 1대  월계수잎 1장  통후추 5알  홍고추 1개  청양고추 3개  죽순 15g  양파 개  양상추 통  마늘 2개  마른 고추 2개  고추기름 1큰술  간장 1작은술  청주 1큰술  춘장 2큰술  설탕 1큰술  굴소스 1작은술  해선장 1작은술  백후춧가루 약간  닭 육수 컵,"Step 1 삼겹살은 편 썰고, 홍고추와 청양고추는 씨를 제거해서 어슷 썬 뒤, 죽순, 양파, 마늘, 대파는 편 썰어 준비해 주세요. 양상추는 먹기 좋은 크기로 잘라주세요. Step 2 물에 삼겹살, 생강, 대파, 월계수잎, 통후추를 넣고 10분간 삶아주세요. Step 3 분량의 재료를 골고루 섞어서 소스를 만들어 주세요. Step 4 팬에 고추기름, 마른 고추, 대파, 마늘, 간장, 청주를 넣고 향을 낸 후 홍고추, 청양고추, 죽순, 양파를 넣고 볶아주세요. Step 5 완성 순서 4에 삼겹살과 순서 3의 소스를 넣고 볶아주세요. 충분히 볶은 후 마지막에 양상추를 넣고 볶아내면 완성이랍니다. Tip. 소스를 넣고 볶을 때 춘장이 잘 풀어지도록 약불에서 서서히 볶아주는게 좋아요","['고지방', '고염']",중식,일반
W5qR2FNGXJgVrNUU46S43BH5,샥슈카에그인헬,소시지 2개  베이컨 3줄  양파 12개  파프리카빨강 13개  달걀 3개  다진마늘 1큰술  모차렐라치즈 12컵  올리브유 약간  소금 약간  후춧가루 약간  파슬리 약간  아라비아타 토마토 소스 2컵  물 12컵,"Step 1 양파와 파프리카는 사방 22센치 크기로 썰어주세요. Step 2 소시지는 한 입 크기로 어슷하게 썰고, 베이컨도 먹기 좋은 크기로 썰어주세요. Step 3 달군 팬에 오일을 두르고 다진마늘을 볶다가 양파, 파프리카, 소시지, 베이컨을 넣어 볶아주세요. Step 4 토마토소스 재료를 넣고 34분 끓여주세요. 소금, 후춧가루를 넣어 간을 맞춰주세요. Step 5 모차렐라 치즈를 뿌린 후, 소스에 작은 틈을 내어 달걀을 깨서 넣어주세요. 약불에서 10분 정도 달걀이 반숙상태가 되도록 익혀주세요. 달걀을 완숙으로 드시고 싶으신 분은 뚜껑을 덮어 익혀주세요. Step 6 마지막에 파슬리를 뿌려 즐겨주세요. 바게트를 곁들여 함께 드셔도 좋아요.","['고단백', '고지방', '고염']",양식,일반
2DxAHTjFZG566TLK29QrFmbL,묵은지닭볶음탕,닭다리살 500g | 청주 3큰술 | 감자 3개(작은크기) | 양파 1/2개 | 대파 1대 | 홍고추 1개 | 쪽파 1대 | 묵은지 또는 잘 익은 김치 1/4포기 | 다시마육수 2컵 | 통깨 약간 | 고춧가루 2큰술 | 간장 2큰술 | 맛술 2큰술 | 설탕 1큰술 | 다진 마늘 1/2큰술 | 후추 약간,"Step 1 끓는 물에 청주와 닭다리살을 넣고 살짝 데친 후 흐르는 물에 씻고 군데군데 칼집을 넣어주세요. 양념 재료를 섞어 닭다리살에 버무려 10분간 재우세요. Step 2 감자는 껍질을 제거하고 양파는 굵게 채썰어주세요. 대파, 홍고추는 어슷하게 썰고 쪽파는 4cm 길이로 썰어주세요. Step 3 묵은지는 양념소를 털어내주세요. 냄비에 감자, 양파, 묵은지, 닭다리살, 다시마육수를 넣고 센불에서 끓여주세요. Step 4 감자가 익으면 불을 약불로 줄이고 대파, 홍고추를 넣고 5분간 끓여주세요. Step 5 완성된 요리를 그릇에 담고 쪽파와 통깨를 뿌려주세요.",['일반'],한식,일반
tBoesNfyjXFN6fmCqkcaXb4t,얼갈이배추 된장국,얼갈이배추 5포기 | 해감 모시조개 200g | 대파 ½대 | 청양고추 1개 | 홍고추 1개 | 소금 약간 | 멸치 다시마 육수 5컵 | 된장 3큰술 | 다진 마늘 1큰술 | 고춧가루 ½큰술,"Step 1 냄비에 멸치 다시마육수를 붓고 해감한 모시조개를 넣어 끓이다가 조개가 익어 입을 벌리면 건져내고, 육수는 가라앉힌 후 위 육수만 따라내어 준비해 주세요. tip 건져 낸 모시조개는 육수에 흔들어 남아 있는 모래를 제거해 주세요. Step 2 얼갈이배추는 밑둥을 자른 후 물에 씻고 끓는 물에 약간의 소금을 넣고 얼갈이배추의 흰부분부터 넣어 12분간 데친 후 찬물에 헹궈 물기를 살짝 제거해주세요. Step 3 얼갈이는 먹기 좋은 크기로 잘라 얼갈이 양념재료에 조물조물 버무려 밑간하고 고추는 어슷하게 썰고 대파는 길이로 반 가른 후 6cm 길이로 썰어주세요. tip 된장의 염도에 따라 된장 양을 가감해서 양념을 조절해 주세요. Step 4 냄비에 육수를 붓고 끓어오르면 양념한 얼갈이배추를 넣고 중간불에서 3분 정도 끓여주세요. Step 5 . 마지막에 모시조개와 대파, 고추를 넣어 한소끔 더 끓여 맛있게 즐겨주세요.tip 부족한 간은 소금을 가감해 조절해 주세요.",['고염'],한식,일반
8QQ5ZmWeSMj31KxZ1P5ynoK9,통마늘 장아찌,통마늘 30개  양조식초 1L  물 1L  1차 식초물 1.9L  설탕 2컵  천일염 12컵,Step 1 마늘의 뿌리와 줄기 부분을 제거한 후 껍질을 한 겹 정도 남기고 벗겨주세요. 깨끗이 씻어 뿌리 쪽이 위를 향하도록 뒤집어 물기를 빼 주세요. Step 2 열탕소독한 유리 병에 마늘을 켜켜이 넣은 후 식초물을 부어주세요. 실온에서 7일14일 정도 보관해 주세요. tip. 햇빛이 통하지 않는 곳에서 보관하거나 어두운 천으로 감싸야 푸른색이 나지 않아요 tip. 용기에 따라 식초물의 양을 조절해 주세요. 식초와 물은 11 비율로 넣어주세요 tip. 마늘의 아린맛을 제거하기 위한 과정이에요 Step 3 식초물을 따라낸 후 1컵 정도 덜어내고 냄비에 2차 재료와 함께 넣어 팔팔 끓여주세요. 마늘이 담긴 유리병에 부어 실온에서 숙성시켜 주세요. tip. 장아찌의 아삭한 식감을 선호하지 않는다면 식초물을 완전히 식힌 후 넣어주세요 tip. 햇빛이 통하지 않는 서늘한 곳에서 최소 3주 이상 보관해 주세요,['고염'],채식,채식
UasAyakY1sXVT9QzESDSPz8W,황태갈비,황태 1마리 | 밀가루 4큰술 | 전분 2큰술 | 식용유 약간 | 간장 2큰술 | 올리고당 1큰술 | 갈색 설탕 1큰술 | 맛술 2큰술 | 다진 마늘 1큰술 | 다진 파 2큰술 | 참기름 1큰술 | 통깨 약간,Step 1 뼈를 발라 펼쳐진 황태를 6cm 길이로 잘라주세요. 물에 담가 말랑한 상태로 만든 후 물을 꽉 짜주세요. Step 2 볼에 양념 재료를 넣어 잘 섞어주세요. 손질한 황태를 양념에 재워주세요. Step 3 밀가루와 전분을 섞은 후 양념한 황태에 묻혀주세요. Step 4 구이 전용 팬에 기름을 바르고 황태를 올린 후 기름을 바르고 4단에 넣은 후 광파오븐 자동 요리 구이에서 황태 양념구이 1마리 분량을 선택하여 구워주세요. 조리가 시작되면 조절 기능으로 시간을 2분 추가해주세요. 도중에 멜로디가 울리면 황태를 뒤집고 계속 조리해 주세요. tip. 오븐에 전송 버튼을 누르면 시간을 조절할 필요 없이 간단하게 설정할 수 있어요 Step 5 완성된 황태갈비를 접시에 담아 맛있게 즐겨주세요.,['고지방'],한식,일반
uaUTLMxEAqXGYEj9obXJVkoR,닭가슴살 곡물 샐러드,닭가슴살 소시지 100g  율무 80g  방울토마토 5개  루꼴라 한 줌  올리브오일 3큰술  간장 2큰술  식초 2큰술  다진 양파 2큰술  설탕 1큰술  참기름 큰술  다진 마늘 1작은술  소금 약간  후춧가루 약간,"Step 1 율무는 3시간 이상 정도 불린 후 15분 정도 삶아주세요. Step 2 닭가슴살과 방울토마토는 먹기 좋게 썰어주세요. 잎채소는 깨끗이 씻어 물기를 제거해 주세요. Step 3 달군 팬에 올리브오일을 살짝 두르고 닭가슴살을 노릇하게 구워주세요. Step 4 드레싱 재료를 모두 넣고 섞어주세요. Step 5 볼에 잎채소, 닭가슴살, 율무, 방울토마토를 넣고 드레싱을 뿌려 섞어주세요. Step 6 도시락에 담아 맛있게 즐겨주세요.","['고단백', '저칼로리', '고지방']",다이어트,다이어트
ryHe66tzawENkeA7CQJoNDvA,감자북엇국,북어채 40g | 양파 50g | 대파 20g | 감자 1개 | 달걀 1개 | 물 800ml | 참기름 1큰술 | 다진 마늘 ½큰술 | 국간장 2큰술 | 소금 1작은술 | 후추 ½작은술,"Step 1 북어채는 20분 정도 물에 담가 염분을 빼고 양손으로 짜서 물기를 제거해주세요. Step 2 양파, 대파는 채 썰고 감자는 1cm 크기로 깍둑 썰어 주세요. Step 3 달군 냄비에 참기름을 두르고 적당한 크기로 자른 북어채를 넣어 23분 정도 볶아주세요. Step 4 감자, 물을 넣고 센불에서 4분 정도 끓여주세요. 거품이 생기면 걷어내주세요. Step 5 젓가락으로 감자를 찔러보고 감자가 익었으면 국간장, 소금, 후추를 넣고 한소끔 더 끓여주세요. Step 6 달걀을 잘 풀어서 넣고 양파, 대파, 마늘을 넣고 2분 정도 더 끓여주세요. Tip. 달걀물을 넣고 바로 저으면 달걀 특유의 비린내가 날 수 있으므로 30초 정도 뒤에 저어주세요 Step 7 완성 그릇에 덜어 따뜻할 때 맛있게 드세요","['고단백', '고지방', '고염']",한식,일반
cCWsUufqwRzCwUxnFn9Stnfg,해독주스,양배추 2장  토마토 2개  당근 개  사과 1개  물 200mL,"Step 1 토마토는 꼭지를 뗀 후 적당한 크기로 자르고 사과는 씨 부분을 제거한 후 적당한 크기로 잘라주세요. 당근과 양배추도 적당한 크기로 잘라주세요. Step 2 블렌더에 모든 재료를 넣어 곱게 갈아주세요. Step 3 유리잔에 담아 건강하게 즐겨주세요. 기호에 따라 바나나, 케일 등의 재료를 추가하여 더욱 맛있게 드실 수 있답니다 만든 후 최대한 빨리 드시는 것을 추천해드리며, 냉장 보관 1주일 정도 가능해요",['일반'],채식,채식
D6FrCfibJjr1keu6eqKTtU4U,차돌박이덮밥,밥 2공기  쇠고기 차돌박이 200g  양파 12개  실파 1대  김 약간  달걀 2개  식초. 소금 약간씩  물 2컵  다시마 1장  가쓰오부시 10g  간장 2큰술  맛술 2큰술  설탕 12큰술  소금 한 꼬집  후추 약간,"Step 1 냄비에 물 2컵과 다시마를 넣고 중간불에 올려주세요. 끓어오르면 다시마는 건져내고 불을 끈 다음 가쓰오부시를 넣고 5분간 우린 후에 체로 걸러주세요. Step 2 쇠고기는 먹기 좋은 크기로 잘라주세요. Step 3 양파는 얇게 채 썰고 실파는 송송 썰어주세요. 김은 2cm 길이로 얇게 자르거나 잘게 부숴주세요. Step 4 달걀은 노른자가 터지지 않게 조심해서 볼에 깨 놓아요. 끓는 물에 약간의 식초와 소금, 달걀을 넣어 23분 익혀 수란을 만들어주세요. Step 5 냄비에 가쓰오부시 국물 23컵과 국물 양념 재료를 넣고 끓여주세요. 바르르 끓어오르면 양파, 쇠고기를 넣고 쇠고기가 살짝 익을 정도로만 끓인 후 불을 꺼주세요. Step 6 밥 위에 STEP5의 쇠고기와 국물, 양파, 수란을 올린 후실파와 김을 뿌려주세요.","['고단백', '고염']",일식,일반
p7tbwekBzoEV1sSVRSKUNwYU,돈가스덮밥,시판 돈가스 1개  달걀 1개  양파 13개  실파 2대  팽이버섯 14봉  밥 1공기  가다랑어포 육수 1컵  간장 212큰술  맛술 2큰술  설탕 1작은술  후추 약간,"Step 1 양파는 채를 썰고 팽이버섯은 밑동을 자른 후 실파와 먹기 좋은 길이로 썰어주세요. 가니쉬용 실파는 송송 썰고, 달걀은 볼에 넣고 살짝 섞듯이 풀어주세요. Step 2 도 기름에 돈가스를 넣고 바삭하게 튀긴 후 기름을 빼고 먹기 좋게 잘라주세요. Step 3 냄비에 가다랑어포 육수와 양념재료를 넣은 후 끓어오르면 양파를 넣어 주세요. Step 4 양파가 익으면 팽이버섯과 실파, 돈가스를 올리고 달걀물을 돌려가며 올린 후 달걀이 반숙으로 익으면 불을 꺼주세요. Step 5 그릇에 밥을 담고 끓인 돈가스와 국물을 함께 올리고 송송 썬 실파를 올려주세요. Step 6 따뜻할 때 맛있게 즐겨주세요.","['고단백', '저칼로리']",일식,일반
KwhuaibduNQHGhCuNbnpJvPn,오버나이트 오트밀,오트밀 5큰술  두유 100ml  아몬드 적당량  치아씨드 2큰술  시나몬 파우더 1작은술  꿀 1큰술  블루베리  산딸기  개인 기호에 따른 과일,"Step 1 유리병에 압착 귀리오트밀 5큰술과 두유 100ml를 담아 뚜껑을 닫은 후 냉장고에 넣어주세요. Step 2 아침 식사로 먹기 전 아몬드, 블루베리, 산딸기 등 기호에 맞는 견과류와 과일을 넣어주세요. Step 3 치아씨드, 시나몬 가루, 꿀을 곁들여 완성해 주세요.",['고당'],채식,채식
9SQ6bWCYeiUU2zXz2fLGHTnw,대파 달걀 볶음,대파 ½대 | 마늘 2톨 | 달걀 3개 | 식용유 약간 | 소금 약간 | 간장 1작은술 | 굴소스 ½큰술 | 설탕 ½큰술 | 후춧가루 약간,"Step 1 대파는 5cm 길이로 등분한 뒤 반으로 갈라주세요. 마늘은 편으로 얇게 썰어주세요. Step 2 달걀에 소금을 넣고 저어 풀어주세요. Step 3 기름을 두른 팬에 마늘과 대파를 넣고 빠르게 볶은 후 간장을 둘러 주세요. 굴소스와 설탕, 후춧가루를 넣어 잠시 볶아주세요. Step 4 팬에 기름을 두르고 달걀 물을 넣어 스크램블을 만들어 주세요. 볶아둔 대파에 넣어 30초 정도 볶아 완성해 주세요. Step 5 완성된 대파 달걀 볶음을 접시에 담아 맛있게 즐겨주세요.","['고단백', '고지방', '고염', '고당']",한식,일반
TAGyEf4uC9HRAbcEi4xDHphQ,무나물볶음,무 1/3개(600g) | 식용유 2큰술 | 참기름 1큰술 | 통깨 1/2큰술 | 소금 약간 | 멸치 다시마 육수 1/3컵 | 다진 파 1큰술 | 다진 마늘 1/2큰술 | 생강즙(또는 생강가루) 1작은술(한꼬집) | 구운소금 1작은술,Step 1 무는 깨끗이 씻은 후 껍질을 벗기고 7센치 길이로 토막내고 일정한 두께로 채를 썰어주세요. 무는 무청이 달린 부분이 단맛이 강해서 푸른빛이 나는 부분을 사용하는 것이 좋고 결방향으로 썰어 볶으면 부서지지 않는답니다. Step 2 냄비에 식용유를 두르고 무채를 살짝 볶다가 가장자리에 멸치다시마육수을 넣고 뚜껑을 덮은 후 중약불에서 3분정도 익혀주세요. Step 3 무가 숨이 죽으면 양념재료를 넣은 후 물기없이 볶고 마지막에 참기름과 통깨를 넣고 불을 꺼주세요.부족한 간은 소금을 가감해서 맞춰주세요.,"['고지방', '고염', '고당']",한식,일반
J7FR6XS6bgNXjr1apPNevBbM,가지 고추장 구이,가지 2개 | 쪽파 2줄기 | 통깨 약간 | 고추장 1큰술 | 고춧가루 1/2큰술 | 간장 1큰술 | 올리고당 1큰술 | 설탕 1작은술 | 다진마늘 1큰술 | 참기름 1큰술 | 소금 약간 | 후춧가루 약간,Step 1 가지는 꼭지를 따지 않고 길이로 반을 가른 후 격자무늬로 칼집을 넣어주세요. Step 2 쪽파는 송송 썰어 준비해주세요. 볼에 양념장 재료를 넣고 섞어주세요. Step 3 달군 팬에 가지를 넣고 노릇하게 구워 가지의 수분을 날려주세요. Step 4 가지가 노릇하게 익으면 칼집을 넣은 면에 양념장을 골고루 발라 200도로 예열한 오븐에 넣어 810분정도 구워주세요. tip 가지를 구워 수분을 날린 후 양념을 바르면 가지 속까지 양념이 잘 스며들게 만들 수 있어요. Step 5 가지 고추장 구이를 접시에 담고 송송 썬 쪽파와 통깨를 뿌려 맛있게 즐겨주세요.,['고염'],한식,일반
9yUj6myosrkqeN5AFRdoce7q,쇠고기깻잎말이찜,쇠고기(불고기용 또는 차돌박이) 300g | 깻잎 12장 | 팽이버섯 1/2봉 | 쪽파 5대 | 숙주 200g | 연근 1/2개 | 가지 1/2개 | 참기름 약간 | 소금 약간 | 후춧가루 약간 | 간장 1큰술 | 물 1큰술 | 식초 1큰술 | 설탕 1/2큰술 | 연겨자 1작은술 | 다진마늘 1작은술 | 땅콩버터 2큰술 | 물 2큰술 | 식초 1/2큰술,"Step 1 쇠고기는 키친타월로 핏물을 제거 후 약간의 참기름과 소금, 후춧가루로 밑간을 해주세요. Step 2 깻잎은 흐르는 물에 깨끗이 씻어 꼭지 부분을 잘라주세요. 팽이버섯은 밑동을 자른 후 5cm 길이로 자르고, 쪽파도 같은 길이로 잘라주세요. Step 3 숙주는 깨끗이 씻고, 연근은 껍질을 벗긴 후 가지와 함께 먹기 좋은 크기로 잘라주세요. 소스 재료는 각각 섞어 소스를 만들어주세요. Step 4 밑간 한 쇠고기에 깻잎을 깔고 팽이버섯과 쪽파를 올려 돌돌 말아주세요. Tip. 쇠고기 양쪽 끝에 전분가루를 살짝 묻히면 말았을 때 풀리지 않아요. Step 5 찜기에 쇠고기말이와 숙주, 가지, 연근을 올려 소금, 후춧가루를 살짝 뿌린 후 10분 정도 쪄주세요. Step 6 접시에 쇠고기 깻잎 말이 찜과 찐 야채를 담고 소스를 곁들여 주세요.","['저칼로리', '고지방', '고염']",한식,일반
BiQ6DYbhPBDvfZKgWcTAMJys,문어 꾸스꾸스,"돌문어 마리  꾸스꾸스 80g  양파 개  마늘 1개  병아리콩 200g  생크림 100ml  우유 50ml  채소 스톡 5ml  적양파 10g  차이브 10g  버터 1티스푼  타임 5줄기  아보카도 무스 1티스푼  마요네즈 1티스푼  캐비어 티스푼  엑스트라 버진 2티스푼  소금, 후추 약간  올리브유 약간","Step 1 문어는 봉지로 감싼 뒤 방망이나 홍두깨로 쳐서 부드럽게 만든 후 끓는 물에 20분간 삶아주세요. Step 2 꾸스꾸스는 5분간 삶아주세요. Step 3 양파, 차이브는 곱게 다지고 삶아낸 꾸스꾸스와 엑스트라 버진, 소금, 후추와 함께 섞어주세요. 양파, 마늘은 얇게 썰어 팬에 볶고 색이 나기 시작하면 병아리콩을 넣고 볶아주세요. Step 4 순서 4의 볶은 콩에 생크림, 채소 스톡, 우유를 넣고 끓인 후 갈아서 퓨레를 만들어 주세요. Step 5 삶은 문어를 먹기 좋게 썰어 팬에 앞뒤로 구운 후 버터와 타임을 곁들여 주세요. Step 6 완성 접시에 순서 5의 퓨레를 담고 순서 2의 꾸스꾸스와 구워낸 문어를 올려주세요. 짤 주머니나 튜브에 마요네즈와 아보카도 무스를 넣어 문어 위에 짜고 캐비어를 곁들여 마무리하면 완성이예요.","['저칼로리', '고지방', '고염']",양식,일반
FDPiDhXesyAcjDzmakACx4Xy,카레우동,쇠고기 200g  우동면 200g 2팩  양파 12개  대파 12대  카레가루 80g  다진 마늘 1작은술  버터 1큰술  소금.후추 약간씩  물 1리터  다시마 1장  멸치 10마리,"Step 1 쇠고기는 키친타올에 올려 핏물을 제거한 후 먹기 좋은 크기로 썰고, 양파는 채를 썰고, 대파는 4센치 길이로 가늘게 채를 썰어주세요. 달군 냄비에 버터를 넣고 녹인 후 양파를 넣어 2분간 볶다가 쇠고기, 다진마늘을 넣고 약간의 소금과 후추를 뿌려 2분간 익혀주세요. Step 2 볶은 쇠고기에 다시마물 5컵을 넣고 국물이 끓어오르면 불을 줄여 카레가루를 두세번에 나눠 넣으며 잘 풀어주고, 10분 정도 더 끓인 후 약간의 소금과 후추로 간을 해주세요. 냄비에 물이 끓으면 우동면을 넣고 23분 삶아 건져낸 후 찬물에 헹궈 물기를 제거해 주세요. Step 3 그릇에 우동면을 담고 카레국물을 넣은 후 채를 썬 파를 올려주세요.","['고지방', '고염']",일식,일반
gaFG1o6fBRUDqhhUBsHb1yx7,불고기베이크,"쇠고기불고기용 150g  토르티야 4장  체더치즈 슬라이스 4장  피자치즈 2컵  양파 13  파프리카 12개  달걀 1개  다진양파생략가능 약간  피클, 케첩, 머스터드생략가능 약간씩  간장 1큰술  설탕 1큰술  맛술 1큰술  다진마늘 1작은술  후추 약간","Step 1 쇠고기는 키친타올로 핏물을 제거하고, 먹기 좋은 크기로 썰어 불고기양념에 10분 정도 재워주세요. 양파와 파프리카는 채를 썰어주세요. Step 2 달군 팬에 올리브유를 두르고 양파와 파프리카에 약간의 소금, 후추를 뿌려 밑간한 후 살짝 볶아주세요. 새로 달군 팬에 쇠고기를 넣고 물기가 없어질 때까지 볶아주세요. Step 3 김 오른 찜통에 토르티야를 30초 정도 찐 후, 달걀물을 바르고 가운데에 체더치즈슬라이스 불고기양파,파프리카피자치즈 순으로 올린 후 양옆을 접어 돌돌 말아 주세요. Step 4 마른팬에서 토르티야를 굴리면서 치즈가 녹을때까지 구워주세요.팬 뚜껑을 닫고 약한불에서 1분 정도 익혀 치즈 속까지 익혀주세요. Step 5 구운 베이크를 먹기좋은 크기로 잘라주세요. 다진양파, 피클, 케찹,머스터드를 곁들여 드셔도 맛있답니다.","['고단백', '저칼로리', '고지방', '고염']",양식,일반
KZdDybJGkcFTy9VjLeYX7AxF,가지갈비,가지 2개  새송이버섯 2개  쪽파 2줄기  통깨 약간  간장 3큰술  설탕 1큰술  물엿 1큰술  맛술 1큰술  다진 마늘 1큰술  식용유 1큰술  참기름 1큰술  후춧가루 약간,Step 1 가지는 도톰하게 슬라이스한 후 한쪽 면에 격자로 칼집을 넣어주세요. 새송이버섯은 세로로 4등분 해주세요. Step 2 가지를 구이 전용 팬에 올린 후 양념 재료를 섞어 바르고 4단에 넣은 후 광파오븐 수동 요리 구이에서 10분간 구워주세요. Step 3 새송이를 구이 전용 팬에 올리고 남은 양념을 바른 후 4단에 넣고 광파오븐 수동 요리 구이에서 5분간 구워주세요. Step 4 가지에 새송이 버섯을 넣고 돌돌 말아주세요. Step 5 완성된 가지 갈비와 남은 소스를 그릇에 담고 쪽파와 통깨를 뿌린 후 밥과 함께 맛있게 즐겨주세요.,['저칼로리'],채식,채식
qNrs3A6Nk5o12Z7et9mUu1k2,불고기샌드위치,잉글리시머핀 4개  쇠고기 불고기용 160g  토마토 12개  양파 12개  양상추 4장  깻잎 2장  슬라이스치즈 4장  식용유 약간  소금. 후추 약간씩  간장 1 큰술  설탕 1큰술  참기름 1큰술  다진 마늘 12큰술  후추. 깨소금 약간씩  마요네즈 4큰술  머스터드 1큰술  꿀 1큰술  홀그레인머스터드 12큰술,"Step 1 잉글리시머핀은 반을 가르고 달군 팬에 살짝 구워 주세요. Step 2 쇠고기는 핏물을 제거하고 불고기 양념에 재워주세요. 토마토는 0.7cm 두께로 둥글게 썰고 양파는 채 썹니다. 양상추, 깻잎은 찬물에 담갔다 물기를 제거하고 적당한 크기로 잘라주세요. Step 3 달군 팬에 식용유를 약간 두른 후 양파를 넣고 소금, 후추로 간을 해 색이 나도록 볶아주세요. 양파를 덜어두고 팬에 쇠고기를 올려 중간불에서 익혀주세요. Step 4 스프레드 재료를 섞어서 빵에 얇게 바르고 양상추깻잎슬라이스치즈양파쇠고기토마토 순으로 올린 후 빵을덮고 가볍게 눌러주세요. Step 5 완성된 요리를 그릇에 담아 마무리해주세요.","['고지방', '고염']",양식,일반
